Rank,Nome,Nota
1792,Exodus: Proxima Centauri,7.16
1793,Iberian Gauge,7.34
1794,Time's Up! Edición Azul,7.36
1795,Talisman: Revised 4th Edition,6.51
1796,Xiangqi,7.12
1797,Big City,6.86
1798,Nefertiti,6.99
1799,Smash Up: Cease and Desist,7.41
1800,Steam Time,7.09
1801,Vast: The Mysterious Manor,7.48
1802,Terramara,7.31
1803,Odin's Ravens,6.66
1804,Unmatched: Jurassic Park – Dr. Sattler vs. T. Rex,8.06
1805,Québec,7.14
1806,Terracotta Army,7.55
1807,My First Carcassonne,6.66
1808,Unlock!: Mystery Adventures – The Tonipal's Treasure,6.98
1809,A Castle for All Seasons,6.73
1810,Tsuro of the Seas,6.52
1811,Antike Duellum,7.07
1812,Spirits of the Forest,6.82
1813,Project: ELITE,7.58
1814,Krosmaster: Arena,6.72
1815,Forge War,7.18
1816,Historia,6.87
1817,Burg Appenzell,6.86
1818,Space Station Phoenix,7.40
1819,Steampunk Rally Fusion,7.45
1820,Cosmic Frog,7.37
1821,Marvel: Crisis Protocol,8.32
1822,Expedition: Northwest Passage,6.97
1823,Tiny Epic Western,6.64
1824,A Victory Lost: Crisis in Ukraine 1942-1943,7.66
1825,A Game of Thrones: Hand of the King,6.62
1826,Cold War: CIA vs KGB,6.63
1827,Holland '44: Operation Market-Garden,8.30
1828,Nyet!,6.77
1829,Steel Driver,6.97
1830,5-Minute Marvel,6.79
1831,Diamonds Club,7.05
1832,DC Comics Dice Masters: Justice League,7.29
1833,LYNGK,7.59
1834,Cytosis: A Cell Biology Board Game,7.02
1835,Warfighter: The WWII Tactical Combat Card Game,7.88
1836,Field Commander: Napoleon,7.71
1837,Stellar,7.40
1838,Labyrinth,6.40
1839,Dominations: Road to Civilization,7.46
1840,Corinth,6.74
1841,Fertility,7.16
1842,Holmes: Sherlock & Mycroft,6.79
1843,Ra: The Dice Game,6.78
1844,Wildlife Safari,6.69
1845,Edo,7.06
1846,A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,8.10
1847,"Napoléon: The Waterloo Campaign, 1815",7.35
1848,Pandemic: Hot Zone – North America,7.04
1849,The Rise of Queensdale,7.45
1850,Breakout: Normandy,7.69
1851,Legend of the Five Rings,7.16
1852,Tenpenny Parks,7.54
1853,Royal Palace,6.87
1854,John Company,7.39
1855,Dungeons & Dragons Dice Masters: Battle for Faerûn,7.21
1856,SPQR (Deluxe Edition),8.02
1857,Summer Camp,7.17
1858,Memoarrr!,6.89
1859,Pax Transhumanity,7.53
1860,Founding Fathers,6.95
1861,CoraQuest,8.03
1862,Sol: Last Days of a Star,7.51
1863,HEXplore It: The Valley of the Dead King,7.76
1864,Mountain Goats,6.98
1865,The Red Dragon Inn 3,7.20
1866,Ganymede,7.17
1867,Mare Nostrum,6.73
1868,Last Aurora,7.34
1869,Warhammer: Diskwars,7.07
1870,Eurorails,7.10
1871,Tournament at Camelot,7.14
1872,Core Space,8.67
1873,Wits & Wagers Family,6.92
1874,Carcassonne: Gold Rush,7.15
1875,Infinity N3: Core Book,8.06
1876,Mamma Mia!,6.47
1877,Abalone,6.47
1878,Meeple Land,7.26
1879,Dragomino,7.07
1880,Hoity Toity,6.51
1881,Seeland,6.91
1882,Trans Europa,6.65
1883,Ground Floor,7.00
1884,Euchre,6.82
1885,Citrus,7.10
1886,Chakra,6.90
1887,B-17: Queen of the Skies,7.11
1888,Tribes of the Wind,7.49
1889,Human Punishment: Social Deduction 2.0,7.48
1890,Heroscape Marvel: The Conflict Begins,7.03
1891,Coal Baron: The Great Card Game,7.09
1892,Pax Pamir,7.42
1893,The Boss,6.79
1894,La Granja: No Siesta,6.79
1895,Age of War,6.45
1896,Décorum,7.46
1897,Tiny Epic Pirates,7.05
1898,Frank's Zoo,6.61
1899,Wasabi!,6.53
1900,Arena: Roma II,6.88
1901,Bootleggers,6.68
1902,Theseus: The Dark Orbit,7.02
1903,Pyramid of Pengqueen,6.89
1904,Europe Engulfed: WWII European Theatre Block Game,7.46
1905,Dice Throne: Season Two – Cursed Pirate v. Artificer,7.89
1906,Monolith Arena,7.40
1907,"Dungeons, Dice & Danger",7.08
1908,Exit: The Game – Advent Calendar: The Mystery of the Ice Cave,7.99
1909,Dr. Eureka,6.58
1910,Neta-Tanka: Deluxe Edition,7.19
1911,Unlock!: Game Adventures,8.01
1912,Qin,6.79
1913,Cabo,7.09
1914,Samurai Sword,6.66
1915,Paris Connection,6.66
1916,ALIEN: Fate of the Nostromo,7.11
1917,Ascension: Realms Unraveled,7.52
1918,Empyreal: Spells & Steam,7.53
1919,Mysthea,7.64
1920,Dutch Blitz,6.72
1921,Dealt!,7.07
1922,Planted: A Game of Nature & Nurture,7.33
1923,Ticket to Ride: First Journey (U.S.),6.90
1924,Snake Oil,6.68
1925,Rolling Heights,7.68
1926,Spring Meadow,7.06
1927,Race! Formula 90,7.95
1928,Tinners' Trail,7.17
1929,The U.S. Civil War,8.31
1930,Rise to Nobility,6.98
1931,Relic,6.76
1932,ROVE: Results-Oriented Versatile Explorer,7.61
1933,5-Minute Mystery,7.09
1934,Cthulhu Realms,6.69
1935,Seikatsu,7.00
1936,Warhammer Underworlds: Nightvault,7.75
1937,Archaeology: The Card Game,6.66
1938,Bites,7.13
1939,Thunderstone Advance: Numenera,7.27
1940,Hands in the Sea,7.84
1941,Skyjo,6.75
1942,Nevsky: Teutons and Rus in Collision 1240-1242,8.13
1943,Show Manager,6.99
1944,Unmatched: Redemption Row,8.27
1945,Serenissima,6.86
1946,Cutthroat Caverns,6.52
1947,Kolejka,6.66
1948,Boss Monster 2: The Next Level,6.71
1949,Hamsterrolle,6.81
1950,D-Day Dice (Second Edition),7.44
1951,Axis & Allies: 1942,6.92
1952,Bios: Genesis,7.11
1953,Harbour,6.49
1954,Trek 12: Himalaya,6.86
1955,Chronicles of Drunagor: Age of Darkness,8.46
1956,Savannah Park,7.10
1957,Riff Raff,6.92
1958,Beyond Baker Street,6.82
1959,Polis,8.21
1960,Belratti,7.13
1961,Europa Universalis: The Price of Power,8.84
1962,The Hanging Gardens,6.79
1963,Ribbit,6.78
1964,Um Reifenbreite,6.79
1965,Risk: Europe,7.41
1966,The Isofarian Guard,8.95
1967,Sorcerer,7.60
1968,Horus Heresy,7.04
1969,Castellion,6.90
1970,Explorers,7.21
1971,2 de Mayo,6.89
1972,Switch & Signal,7.17
1973,Bananagrams,6.38
1974,HeroQuest Advanced Quest,7.31
1975,You're Bluffing!,6.57
1976,Guilds of London,6.80
1977,Compounded,6.71
1978,Conquest of the Empire,6.73
1979,Pit,6.38
1980,Catan Histories: Settlers of America – Trails to Rails,6.79
1981,Gaslands: Post-Apocalyptic Vehicular Combat,8.07
1982,Betrayal at House on the Hill: 3rd Edition,7.43
1983,Spades,6.78
1984,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,7.46
1985,Marvel Dice Masters: Age of Ultron,7.19
1986,Taco Cat Goat Cheese Pizza,6.66
1987,The Dresden Files Cooperative Card Game,7.01
1988,Eleven: Football Manager Board Game,7.43
1989,Stop Thief!,6.98
1990,Hornet Leader: Carrier Air Operations,7.88
1991,Impulse,6.81
1992,Bob Ross: Art of Chill Game,6.76
1993,Palastgeflüster,6.79
1994,Rommel in the Desert,7.53
1995,Village Green,6.98
1996,Lotus,6.69
1997,Mafia de Cuba,6.53
1998,City of Horror,6.69
1999,Timebomb,7.15
2000,KeyForge: Worlds Collide,7.47
